,title,subtitle,author,publication_date,language,genre,resource_type,creation_date
176,Book promotion and the sharing of resources in Africa,,"[['Standing Conference of Eastern, Central and Southern African Librarians (4th : 1980 : Maseru, Lesotho)'], ['Bonde, K. (Kurt)'], ['Lesotho Library Association']]",,English,"['bibliography', 'conference publication', 'Conference papers and proceedings']",text,1986
177,Hispanics in the United States,,"[['Bergad, Laird W.'], ['Klein, Herbert S.']]",,English,bibliography,text,2009
178,American newspapers in the 1980s,,"Hynds, Ernest C.",1980,English,"['bibliography', 'Paranormal romance stories.', 'Fantasy fiction']",text,1980
179,"Short title catalogue of books printed in the British Isles, the British colonies, and the United States of America, and of English books printed elsewhere, 1701-1800, held in the libraries of the Australian Capital Territory",,"[['Cameron, William James'], ['Carroll, Diana J. (Diana June)']]",1980,English,"['bibliography', 'Union catalogs']",text,1973
180,Life and truth of George R. Stewart,,"Scott, Donald M.",2012,English,"['bibliography', 'Biographies', 'Biographies']",text,2011
181,Toward the conquest of cancer,,"[['Beattie, Edward J.'], ['Cowan, Stuart D.'], ['Cowan, Stuart D.']]",1980,English,"['bibliography', 'Popular Work']",text,1980
182,Essays in international economics,,"Kenen, Peter B.",1980,English,"['bibliography', 'text']",text,1980
183,worldly philosophers,,"Heilbroner, Robert L.",1980,English,"['bibliography', 'biography', 'collective biographies.', 'Biographies', 'History', 'Biographies', 'Biographies.']",text,1979
184,Dallas family album,,"[['Masello, Robert.'], ['Summers, Ian.'], ['Bass, Sally.']]",1980,English,NaN,text,1980
185,Explorations in quality assessment and monitoring,,"Donabedian, Avedis",1985,English,bibliography,text,1980
186,"Art of Latin America, 1900-1980",NaN,"[['Traba, Marta'], ['Inter-American Development Bank']]",1994,English,"['bibliography', 'government publication', 'Books.']",text,1994
187,"Sun, moon, star",,"[['Vonnegut, Kurt'], ['Chermayeff, Ivan'], ['Harper & Row, Publishers']]",1980,English,"['Fiction', 'Juvenile works', ""Artists' books-U.S.A.-1980."", ""Children's books-U.S.A.-1980."", ""Artists' books."", 'Fiction']",text,1980
188,Ḥalqah al-Dirāsīyah al-Iqlīmīyah ʻan Maktabāt al-Aṭfāl,al-Qāhirah 26 Yanāyir ilá 28 Yanāyir 1980,"[['Ḥalqah al-Dirāsīyah al-Iqlīmīyah ʻan Maktabāt al-Aṭfāl (1980 : Cairo)'], ['حلقة الدراسية الاقليمية عن مكتبات الاطفال']]",1981,Arabic,"['conference publication', 'text', 'Conference papers and proceedings']",text,1990
189,Wang Zilin gu ji ban ben xue wen ji,NaN,"[['Wang, Yu'], ['Wang, Shuyan.'], ['王雨'], ['王书燕.']]",2006,Chinese,History,text,2006
190,complete book of 1980s Broadway musicals,,"Dietz, Dan",2016,English,"['bibliography', 'text', 'Criticism, interpretation, etc.']",text,2015
191,Interpretation of mass spectra,,"McLafferty, Fred W.",1980,English,bibliography,text,1981
192,Tribute to W.A. Dwiggins on the hundredth anniversary of his birth,NaN,"[['Dwiggins, W. A. (William Addison)'], ['Inkwell Press']]",1980,English,NaN,text,1983
193,collection Wildenstein,,"[['Wildenstein, Daniel'], ['Académie des beaux-arts (France)'], ['Musée Marmottan']]",1980,French,"['Ausstellung.', 'Katalog.', 'Paris (1980)', 'Exhibition catalogs']",text,NaN
194,Trade unions in Australia,,"Martin, Ross M. (Ross Murdoch)",,English,History,text,1980
195,Penguin book of Canadian short stories,,"Grady, Wayne",,English,NaN,text,1980
196,Prayers of the Eucharist,,"[['Jasper, Ronald Claud Dudley'], ['Cuming, G. J.']]",,English,"['bibliography', 'Liturgies.']",text,1979
197,Selected poems,,"Herrick, Robert",,English,"['bibliography', 'poetry.', 'Poetry', 'Poetry', 'Poésie.']",text,1981
198,limits of analysis,,"Rosen, Stanley",1980,English,bibliography,text,1980
199,"Loved for a long, long time",,"[['Hanley, Ruth Ann'], ['Dr. Joseph R. Stanton Human Life Issues Library and Resource Center']]",1980,English,"['text', 'Comics (Graphic works)', 'Comics (Graphic works)', 'Bandes dessinées.']",text,2002
200,Solving general chemistry problems,,"[['Smith, R. Nelson (Robert Nelson)'], ['Pierce, Willis Conway']]",1980,English,"['Problems and Exercises', 'exercise books.', 'Problems and exercises', 'Problems and exercises', 'Problèmes et exercices.']",text,1979
201,Socrates and Aristophanes,,"Strauss, Leo",1980,English,"['bibliography', 'Criticism, interpretation, etc.']",text,1979
202,Prints & people,a social history of printed pictures,"Mayor, A. Hyatt (Alpheus Hyatt)",1980,English,History,text,1984
203,Yellow fairy book,,"[['Lang, Andrew'], ['Alderson, Brian'], ['Blegvad, Erik']]",,English,"['bibliography', 'fairy tales.', 'Fairy tales.', 'Folklore.', 'Fairy tales.', 'Contes de fées.']",text,1979
204,Introduction to cataloging and classification,,"[['Wynar, Bohdan S.'], ['Taylor, Arlene G.'], ['Osborn, Jeanne']]",,English,bibliography,text,1980
205,Early lithographed books,,"[['Twyman, Michael'], ['Private Libraries Association']]",1990,English,"['bibliography', 'History']",text,1992
206,school of theology ,le Saulchoir ,"[['Chenu, Marie-Dominique,'], ['Komonchak, Joseph A.'], ['Holman, Mary Kate,'], ['Alberigo, Giuseppe'], ['Rémond, René']]",2023,English,"['bibliography', 'biography', 'text']",text,2023
207,From Beirut to Jerusalem,,"Friedman, Thomas L.",1990,English,"['biography', 'History']",text,1990
208,Mathias Goeritz,sobre la libertad de creación,"[['Gómez Arriola, Ignacio'], ['Botello, Salvador'], ['Taller Gráfica de Comala (Guadalajara, Mexico)'], ['De Ponte (Papermaking firm)']]",2021,Spanish; Castilian,"['text', 'still image', ""Artists' books (books)-Mexico-21st century."", ""artists' books (books)"", 'manifestoes.', 'linocuts (prints)', 'Linocuts', 'Manifestos', ""Artists' books"", 'Criticism, interpretation, etc.', 'Specimens', ""Artists' books"", 'Manifestos', 'Linocuts', 'Paper bindings (Binding)', 'Case bindings (Binding)', ""Publishers' advertisements."", ""Publishers' advertisements."", ""Authors' autographs (Provenance)"", 'Limitation statements (Publishing)', ""Authors' autographs (Provenance)"", 'Limitation statements (Publishing)', ""Livres d'artistes."", 'Manifestes.', 'Linogravures.']",text,2019
209,Printing & publishing in the colonial era of the United States ,a supplement to the Book in the Americas (1988) with a checklist of the items in that catalogue ,"[['Fiering, Norman'], ['Newbury, Susan L.'], ['John Carter Brown Library.']]",,English,"['bibliography', 'Library catalogues.', 'Exhibition catalogues.']",text,1991
210,Comics librarianship,,"Scott, Randall W. (Randall William)",1990,English,"['bibliography', 'text', 'Comics (Graphic works)']",text,1990
211,story of scripture,,"Silver, Daniel Jeremy.",1990,English,"['bibliography', 'Criticism, interpretation, etc.', 'History']",text,1989
212,Sung Dynasty uses of the I ching,,"Smith, Kidder",1990,English,"['bibliography', 'text']",text,1989
213,Bismarck and the development of Germany,,"Pflanze, Otto",1990,English,"['bibliography', 'biography', 'text']",text,2014
214,High/low handbook,,"LiBretto, Ellen V.",1990,English,"['bibliography', 'Bibliographies', 'High interest-low vocabulary books', 'Bibliographies', 'High interest-low vocabulary books.']",text,1990
215,Fourth of May,,"Gordon, William A.",1990,English,"['bibliography', 'History']",text,1990
216,Six centuries of the provincial book trade in Britain,,"[['Isaac, Peter C. G.'], ['Seminar on the British Book Trade (8th : Durham, England) : 1990) :)']]",,English,"['bibliography', 'conference publication', 'Conference papers and proceedings', 'History', 'Conference papers and proceedings.']",text,1991
217,future of humanistic scholarship,,"[['Fabian, Bernhard'], ['Cole, John Young'], ['Ryan, Michael T.'], ['Staley, Thomas F.'], ['Conner, James'], ['Library of Congress'], ['Library of Congress'], ['Brown Composition'], ['Garamond/Pridemark Press']]",1990,English,"['bibliography', 'government publication', 'text', 'History']",text,1990
218,Remember your relations,"the Elsie Allen baskets, family & friends","[['Abel-Vidor, Suzanne'], ['Brovarney, Dot'], ['Billy, Susan'], ['Grace Hudson Museum'], ['Oakland Museum of California']]",1996,English,"['bibliography', 'biography', 'Biographies', 'Exhibition catalogs']",text,1996
219,"Thornton's medical books, libraries, and collectors",a study of bibliography and the book trade in relation to the medical sciences,"[['Thornton, John Leonard'], ['Besson, Alain'], ['Daniel and Eleanor Albert Collection $$5 WU']]",1990,English,"['bibliography', 'Bibliographies', 'History', 'Bibliographies', 'History.']",text,1990
220,"elephant's child, or, How the elephant got his trunk",NaN,"[['Kipling, Rudyard'], ['Adams, Maryline Poole'], ['Poole Press (Berkeley, Calif.)']]",1990,English,"['novel', 'text', ""artists' books (books)"", 'wood engravings (prints)', 'short stories.', 'Short stories', ""Artists' books"", 'Wood engravings', 'Short stories', ""Artists' books"", 'Wood engravings', 'Nursery stories.', 'Miniature books.', ""Artists' books."", 'Limitation statements.', 'Nursery stories.', 'Miniature books (Printing)', 'Nouvelles.', ""Livres d'artistes."", 'Gravures sur bois.']",text,1991
221,Česká kniha v proměnách staletí,,"[['Bohatcová, Mirjam.'], ['Bohatcová, Mirjam']]",,Czech,"['bibliography', 'History']",text,1987
222,Do they keep kosher on Mars?,,Sol,,English,"['Trivia and miscellanea', 'Trivia and miscellanea', 'Miscellanées.']",text,1990
223,Off register,"publishing experiments by women artists in Latin America, 1960-1990 = Fuera de registro : experimentos editoriales de mujeres artistas en Latinoamérica, 1960-1990","[['Dávila, Mela'], ['Center for Book Arts (New York, N.Y.)']]",2023,English,"['bibliography', 'text', 'still image', 'exhibition catalogs.', 'Exhibition catalogs', 'Exhibition catalogs', ""Catalogues d'exposition.""]",text,2023
224,book wars,NaN,"Atlas, James",1990,English,NaN,text,1990
225,Taboo,NaN,"[['Totleben, John'], ['Bissette, Stephen'], ['Hester, Phil'], ['Sim, Dave'], ['Burns, Charles'], ['Gaiman, Neil'], ['Zulli, Michael'], [""D'Israeli""], ['Robinson, Andrew (Andrew C.)'], ['Eyre, Molly'], ['Askwith, Mark'], ['Taylor, Rick (Rick G.)'], ['Moebius'], ['Jodorowsky, Alejandro'], ['Spain'], ['Wilson, S. Clay'], ['Foerster, P.'], ['Blue, Stephen'], ['Lucas, Tim'], ['Lee, Elaine'], ['Vess, Charles'], ['Grimes, Rick.'], ['Aiken, Keith'], ['Hoffman, Mike'], ['Moore, Alan'], ['Campbell, Eddie'], ['SpiderBaby Graphix & Publications'], ['Center for Sex and Culture (San Francisco, Calif.)']]",1990,English,"['text', 'still image', 'horror comics.', 'comic books.', 'comic strips.', 'Horror comics', 'Comics (Graphic works)', 'Horror comics', 'Comics (Graphic works)', ""Bandes dessinées d'horreur."", 'Bandes dessinées.']",text,1992
226,Meatmen,an anthology of gay male comics,"[['Leyland, Winston'], ['Morgan, Will'], ['Lowther, Stephen'], ['Goldberg, M. J.'], ['Erichsen, Kurt'], ['Mills, Jerry'], ['Kuchar, Mike'], ['Toos, A. J.'], ['Klamik, John'], ['Kinnard, Rupert'], ['Donelan, Gerard P.'], ['Tom'], ['Parker, Brad'], ['Jackson, Ellsworth'], ['Hun'], ['Krell, Jeffrey A.'], ['Johnscon, Joe'], ['Center for Sex and Culture (San Francisco, Calif.)'], ['Leyland Publications']]",1990,English,"['text', 'Fliers (printed matter)', 'Gay comics', 'Erotic comics', 'Comics (Graphic works)', 'Gay comics', 'Erotic comics', 'Pornographic comics', 'Comics (Graphic works)', 'Bandes dessinées érotiques.', 'Bandes dessinées homosexuelles.', 'Bandes dessinées pornographiques.', 'Bandes dessinées.']",text,2010
227,Window on Japan,"Japanese children's books and television today : papers from a symposium at the Library of Congress, November 18-19, 1987","Jagusch, Sybille A.",,English,"['bibliography', 'conference publication', 'Government publications', 'Bibliography', 'Illustrated wrappers (book covers)', 'bibliographies.', 'Bibliographies', 'Conference papers and proceedings', 'Bibliographies', 'Bibliographies.']",text,1990
228,Appuru shīdo,dētabukku,"[['Shirow, Masamune'], ['士郎正宗']]",1990,Japanese,"['text', 'Science fiction comic books, strips, etc.', 'Comic books, strips, etc.-Japan.', 'Manga.', 'manga (comic books)', 'Graphic novels', 'Science fiction comics', 'Science fiction', 'Graphic novels', 'Manga', 'Mangas.']",text,2024
229,"Old Havana, Cuba",,"[['Sapieha, Nicolas'], ['Venturi, Francesco'], ['Sapieha, Nicolas']]",1990,English,"['bibliography', 'text', 'illustrated books.', 'Illustrated works', 'History', 'Pictorial works', 'Illustrated works', 'Dust jackets (Binding)', 'Ouvrages illustrés.']",text,1992
230,World data book of obesity,,"[['Baba, Shigeaki'], ['Zimmet, Paul'], ['International Congress on Obesity (6th : 1990 : Kobe, Japan)']]",,English,"['bibliography', 'conference publication', 'Congress', 'Conference papers and proceedings']",text,1991
231,opposite of letting the mind wander,,"[['Waldrop, Keith'], ['Wright, C. D.'], ['Gander, Forrest'], ['Browne, Laynie'], ['Plowman, Melanie'], ['Welish, Marjorie'], ['Burning Deck Archive (Woodberry Poetry Room)'], ['Lost Roads Publishers'], [""Writer's Center (Bethesda, Md.)""], ['McNaughton & Gunn (Firm)']]",1990,English,"['text', 'poetry and poems.', 'poetry.', 'Poetry', 'Poetry', 'Poésie.']",text,1989
232,"thirteen books of Euclid's Elements. The works of Archimedes, including The method. Introduction to arithmetic by Nicomachus",NaN,"[['Euclid'], ['Heath, Thomas Little'], [""D'Ooge, Martin Luther""]]",1990,English,NaN,text,1991
233,Making peace with the planet,,"Commoner, Barry",1990,English,bibliography,text,1989
234,Alternative publications,,"[['Whitaker, Cathy Seitz.'], ['American Library Association'], ['American Library Association']]",1990,English,"['bibliography', 'Bibliographies', 'Bibliography of bibliographies']",text,1989
235,By study and also by faith,,"[['Nibley, Hugh'], ['Lundquist, John M.'], ['Ricks, Stephen David']]",1990,English,"['bibliography', 'festschrift', 'Festschriften', 'Criticism, interpretation, etc.']",text,1989
236,Best comics of the decade,NaN,Julio Mario Santo Domingo Collection,,English,"['bibliography', 'text', 'Comics (Graphic works)', 'Comics (Graphic works)']","{'@collection': 'yes', '#text': 'text'}",1991
237,"Best comics of the decade, Cover",NaN,Julio Mario Santo Domingo Collection,,English,"['bibliography', 'text', 'Comics (Graphic works)', 'Comics (Graphic works)']",text,1991
238,"Best comics of the decade, Back cover",NaN,Julio Mario Santo Domingo Collection,,English,"['bibliography', 'text', 'Comics (Graphic works)', 'Comics (Graphic works)']",text,1991
239,"My cousin, my gastroenterologist",,"Leyner, Mark",1990,English,"['Mystery and detective fiction-United States.', 'Science fiction-United States.']",text,1989
240,Cantatas,,"Montéclair, Michel Pignolet de",,French,"['Cantatas, Secular', 'Secular cantatas.']",notated music,1991
241,Traces of another time,,"Scanlan, Margaret",1990,English,"['bibliography', 'text']",text,1989
242,Court and country politics in the plays of Beaumont and Fletcher,,"Finkelpearl, Philip J.",1990,English,"['bibliography', 'biography', 'text']",text,1989
243,legacy of Roman law in the German romantic era,,"Whitman, James Q.",1990,English,"['bibliography', 'text']",text,1989
244,Modernist anthropology,,"Manganaro, Marc",1990,English,"['bibliography', 'text']",text,1989
245,shaping of liberal politics in revolutionary France,,"Sa'adah, Anne",1990,English,"['bibliography', 'text']",text,1990
246,severed word,,"Brownlee, Marina Scordilis",1990,English,"['bibliography', 'biography', 'text']",text,1990
247,Interpreting political responsibility,,"Dunn, John",1990,English,"['bibliography', 'text']",text,1990
248,Pier Paolo Pasolini,,"Greene, Naomi",1990,English,text,text,2017
