,title,subtitle,author,publication_date,languge,genre
872,Financial supervision in a comparative perspective,,"[['Poto, Margherita.'], ['Maastrichts Europees Instituut voor Transnationaal Rechtswetenschappelijk Onderzoek']]",2010,English,"['bibliography', 'Comparative law (form)']"
873,Wesleyan theology and social science,,"[['Armistead, M. Kathryn'], ['Strawn, Brad D.'], ['Wright, Ronald W.']]",,English,"['bibliography', 'History']"
874,Wonder Woman,"Amazon, hero, icon","[['Greenberger, Robert'], ['Marston, William Moulton']]",,English,"['Graphic novels', 'Graphic novels', 'Superhero television programs', 'Comic books, strips, etc.', 'Superhero television programs', 'Graphic novels']"
875,Science for the curious photographer,,"Johnson, Charles S., (Charles Sidney)",2010,English,bibliography
876,Individual pathways of change,,"[['Molenaar, Peter C. M.'], ['Newell, Karl M.'], ['American Psychological Association'], ['Individual Pathways of Change in Learning and Development (2008 : Pennsylvania State University)']]",2010,English,"['bibliography', 'conference publication', 'Congress', 'Conference papers and proceedings']"
877,Cash unearthed,NaN,"[['Cash, Johnny'], ['Simmons, Sylvie']]",2003,English,"['cy-pp-rc-gm', 'Country music-1991-2000.', 'Country music-2001-2010.', 'Popular music-1991-2000.', 'Popular music-2001-2010.', 'Country music', 'Country rock music', 'Gospel music', 'Old-time music', 'Popular music', 'Rockabilly music', 'Old-time music', 'Rockabilly music', 'Country rock music', 'Gospel music']"
878,Human rights today,,"[['Jovanović, Miodrag A.'], ['Krstić, Ivana.']]",2010,English,"['bibliography', 'conference publication', 'Conference papers and proceedings']"
879,Open-book,an illustrated essay,"[['Kasper, M. (Michael)'], ['Ugly Duckling Presse']]",2010,English,"['Accordion fold format (Binding)-New York-Brooklyn-2010.', ""Artists' books-New York-Brooklyn-2010.""]"
880,book remembers everything,,"[['Kuhl, Nancy'], ['Van Horn, Erica.'], ['Beinecke Rare Book and Manuscript Library'], ['Coracle Press'], ['Granary Books (Firm)']]",2010,English,"['text', 'Catalogs', ""artists' books (books)"", 'exhibition catalogs.', 'illustrated books.', 'Exhibition catalogs', 'Illustrated works', ""Livres d'artistes."", ""Catalogues d'exposition."", 'Ouvrages illustrés.']"
881,Soldiers on the cultural front,developments in the early history of North Korean literature and literary policy,G,2010,English,"['bibliography', 'government publication']"
882,Geschichte des deutschen Buchhandels im 19. und 20. Jahrhundert,,J,2010,German,"['dictionary', 'government publication', 'text']"
883,Adonis,selected poems,"[['Adūnīs'], ['Mattawa, Khaled']]",2010,English,"['bibliography', 'Poetry', 'Translations', 'Poetry', 'Ausgabe']"
884,essential poetry of Bohdan Ihor Antonych,ecstasies and elegies,"[['Antonych, Bohdan-Ihor'], ['Naydan, Michael M.']]",2010,English,"['bibliography', 'Translations']"
885,Concepts in transition metal chemistry,,"[['Crabb, Eleanor.'], ['Moore, Elaine.'], ['Smart, Lesley.']]",2010,English,"['bibliography', 'DVD-ROMs.']"
886,War in Words,,"[['Böhme, Hartmut'], ['Formisano, Marco']]",2010,English,"['dictionary', 'government publication', 'text']"
887,illuminated landscape,,"[['Noy, Gary'], ['Heide, Rick'], ['Santa Clara University (Calif.)']]",2010,English,"['bibliography', 'Anecdotes', 'History']"
888,Recent developments in asymmetric organocatalysis,,P,2010,English,"['bibliography', 'text']"
889,Acts of reading,,"[['Anderson, Thomas Page'], ['Netzley, Ryan']]",2010,English,bibliography
890,economic theory of developing countries' rise,explaining the myth of rapid economic growth in China,Z,2010,English,bibliography
891,Encapsulation technologies for active food ingredients and food processing,,"[['Zuidam, Nicolaas Jan.'], ['Nedovic, Viktor A.']]",,German,"['bibliography', 'text']"
892,Black butler,NaN,"[['Toboso, Yana'], ['Kimura, Tomo'], ['Biswas, Tania']]",9999,English,"['Graphic novels', 'Graphic novels', 'Comics (Graphic works)', 'Graphic novels', 'Graphic novels.', 'Comics (Graphic works)', 'Graphic novels.', 'Comics (Graphic works)', 'Graphic novels.', 'Graphic novels-Japan-2007-9999-Translations.', 'Graphic novels-U.S.A.-2010-9999.']"
893,"Publishing culture and the ""reading nation""",,"Tatlock, Lynne",,English,bibliography
894,new Oxford annotated Bible,New Revised Standard Version : with the Apocrypha : an ecumenical study Bible,C,2010,English,text
895,At the heart of Christian worship,liturgical essays of Yves Congar ; translated and edited by Paul Philibert,"[['Congar, Yves'], ['Philibert, Paul J.']]",,English,bibliography
896,Landscapes through the lens,,"[['Cowley, David'], ['Standring, Robin A.'], ['Abicht, Matthew J.']]",2010,English,"['bibliography', 'text', 'Aerial photographs', 'Aerial photographs']"
897,Stitches,,"Small, David",2010,English,"['text', 'still image', 'Graphic novels', 'Pathographies.', 'Graphic novels.', 'Nonfiction comics', 'Young adult fiction.', 'Popular Work', 'Graphic Novel', 'Autobiography', 'Autobiographical comics', 'Autobiographical comics', 'Comics (Graphic works)', 'Graphic novels', 'Nonfiction comics']"
898,Sensor Fusion and its Applications,,"[['Thomas, Ciza'], ['Thomas, Ciza']]",2010,English,"['bibliography', 'text']"
899,Copyright law and the public interest in the nineteenth century,,A,2010,English,"['bibliography', 'text']"
900,Pakistan smart book,,United States,2010,English,government publication
901,fundamental Holmes,"a free speech chronicle and reader : selections from the opinions, books, articles, speeches, letters, and other writings by and about Oliver Wendell Holmes, Jr","[['Holmes, Oliver Wendell'], ['Collins, Ronald K. L.']]",,English,"['bibliography', 'Court decisions and opinions', 'Court decisions and opinions', ""Recueils de jurisprudence et d'opinions.""]"
902,Max Stirner's dialectical egoism,,"Welsh, John F.",2010,English,bibliography
903,Book of hours,,"[['Walker, George A. (George Alexander)'], [""Porcupine's Quill, Inc""]]",2010,English,"['bibliography', 'biography', 'Graphic novels', 'Wordless picture books', 'Graphic novels-Canada.', 'Wood engravings (prints)', 'Comics (Graphic works)', 'Graphic novels', 'Specimens', 'Stories without words', 'Stories without words.', 'Cartoon']"
904,Keion! =,K-on!,"[['Kakifly'], ['かきふらい']]",2010,Japanese,"['text', 'still image', 'Comics (Graphic works)']"
905,5 meters of poems,NaN,"[['Oquendo de Amat, Carlos'], ['De Acosta, Alejandro'], ['Beckman, Joshua'], ['Mangum, Megan'], ['Ugly Duckling Presse']]",,English,"['Accordion fold format (Binding)-New York-Brooklyn-2010.', 'Concrete poems.']"
906,Kenʼichi tanteichō,NaN,"[['Tezuka, Osamu'], ['手塚治虫']]",2010,Japanese,Comics (Graphic works)
907,Nature and history in modern Italy,NaN,"[['Armiero, Marco'], ['Hall, Marcus']]",2010,English,"['bibliography', 'government publication', 'History']"
908,Petersburg/Petersburg,"novel and city, 1900-1921",M,2010,English,"['bibliography', 'government publication', 'History']"
909,risks of prescription drugs,,"[['Light, Donald'], ['Light, Donald']]",2010,English,bibliography
910,Buchwissenschaft in Deutschland,,R,2010,German,"['dictionary', 'government publication', 'text']"
911,Stochastic physics and climate modelling,NaN,"[['Palmer, Tim (Tim N.)'], ['Williams, Paul D. (Paul David)']]",,English,"['bibliography', 'text']"
912,Lesbian and gay parents and their children,research on the family life cycle,G,2010,English,"['bibliography', 'text']"
913,new law of peaceful protest,,"Mead, David",2010,English,"['bibliography', 'text']"
914,About the author,,"Basbanes, Nicholas A.",,English,"['bibliography', 'Interviews', 'Interviews.', 'Interviews']"
915,Of comics and men,a cultural history of American comic books,"[['Gabilliet, Jean-Paul.'], ['Beaty, Bart'], ['Nguyen, Nick'], ['Beaty, Bart'], ['Nguyen, Nick']]",2010,English,"['bibliography', 'government publication', 'Criticism, interpretation, etc.', 'Criticism, interpretation, etc.']"
916,Du shu hui jia you zhan,NaN,"[['Lin, Guizhen'], ['林貴真.']]",2010,Chinese,text
917,Nox,,"[['Carson, Anne'], ['Currie, Robert'], ['New Directions Publishing']]",,English,"['biography', 'Elegies (Poetry)', 'Accordion fold format (Binding)-New York-New York-2010.', 'Concrete poems.']"
918,Art in time,"unknown comic book adventures, 1940-1980",N,,English,"['bibliography', 'biography', 'Comics (Graphic works)', 'Graphic novels', 'Graphic novels-United States.', 'Biographical comic books, strips, etc.', 'Comics (Graphic works)', 'Graphic novels', 'Biographies', 'History', 'Biographies', 'Comics (Graphic works)', 'Graphic novels', 'History.', 'Graphic novels-U.S.A.-2010.', 'Comics (documents)-U.S.A.-1940-1980-Reprints.', 'Adventure story comics-U.S.A.-2010.']"
919,Grandville,NaN,T,,English,"['novel', 'Steampunk comic books, strips, etc.', 'Graphic novels']"
920,Caterpillars and cathedrals,,"[['Hollar, Wenceslaus'], ['Thackray, Anne'], ['Thomas Fisher Rare Book Library']]",2010,English,"['bibliography', 'biography', 'Catalog', 'Exhibition catalogs', 'Catalog']"
921,By the numbers,,"Richardson, James",2010,English,"['bibliography', 'text', 'Poetry', 'Poetry', 'poetry.', 'Poetry', 'Poetry', 'Poésie.']"
922,Good eggs,,P,2010,English,"['biography', 'text', 'still image', 'Autobiography', 'Graphic Novel', 'graphic novels.', 'autobiographies (literary genre)', 'Autobiographies', 'Biographies', 'Comics (Graphic works)', 'Graphic novels', 'Graphic novels', 'Autobiographical comics', 'Nonfiction comics', 'Graphic medicine (Comics)', 'Comics (Graphic works)', 'Autobiographies.', 'Graphic novels', 'Autobiographical comics', 'Biographies.', 'Autobiographies.', 'Romans graphiques.', 'Bandes dessinées autobiographiques.', 'Bandes dessinées autres que de fiction.', 'Bandes dessinées médicales.', 'Bandes dessinées.']"
923,Books and naturalists,,A,,English,bibliography
924,Reading places,"literacy, democracy, and the public library in Cold War America","Pawley, Christine",2010,English,"['bibliography', 'government publication', 'Case studies', 'History']"
925,Hans-Peter Feldmann,another book = Noch'n Buch,"[['Feldmann, Hans-Peter'], ['Tatay, Helena'], ['Ardalan, Ziba'], ['Malmö konsthall'], ['Museo Nacional Centro de Arte Reina Sofía'], ['Parasol Unit Foundation for Contemporary Art']]",,English,"['catalog', 'Exhibition catalogs']"
926,Geometry and spectra of compact Riemann surfaces,,"Buser, Peter",,English,NaN
927,real book,NaN,NaN,2010,No linguistic content; Not applicable,"['jz-pp', 'notated music', 'jazz.', 'Popular music', 'Jazz', 'Fakebooks (Music)', 'Jazz', 'Popular music', 'Fakebooks (Music)', 'Facsimiles', 'Jazz.', 'Musique populaire.', 'Recueils de standards.']"
928,Global copyright,,"[['Bently, Lionel'], ['Suthersanen, Uma.'], ['Torremans, Paul']]",2010,English,"['bibliography', 'History', 'History.']"
929,Discovering complexity,decomposition and localization as strategies in scientific research,"[['Bechtel, William'], ['Richardson, Robert C.']]",2010,English,bibliography
930,Charles Dickens's American audience,NaN,M,2010,English,"['bibliography', 'History']"
931,Verleger machen Geschichte,Buchhandel und Historiker seit 1945 im deutsch-britischen Vergleich,"Blaschke, Olaf",2010,German,"['bibliography', 'History']"
932,1999-yŏn saeng,NaN,"[['Sin, Il-suk'], ['신일숙']]",2010,Korean,"['Comics (Graphic works)', 'Graphic novels-Korea (South).', 'Romance comic books, strips, etc.', 'Korean cartoon.']"
933,Istorii͡a knyhy,stanovlenni͡a suchasnoho knyhodrukarsʹkoo mystet͡stva,"[['Ovchinnikov, Volodymyr'], ['Овчінніков, Володимир']]",2010,Ukrainian,"['bibliography', 'text']"
934,Knizhniki,zima 2010,NaN,2010,Russian,text
935,questão dos livros,"passado, presente e futuro","[['Darnton, Robert'], ['Pellizzari, Daniel']]",2010,Portuguese,"['bibliography', 'text', 'History']"
936,When commas meet Kryptonite,,B,2010,English,bibliography
937,Kachikujin Yapū,gekiga,"[['Ishinomori, Shōtarō'], ['Numa, Shōzō'], ['石ノ森章太郎'], ['沼正三']]",2010,Japanese,NaN
938,Mizuki Shigeru no Tōno monogatari,NaN,"[['Mizuki, Shigeru'], ['水木しげる'], ['柳田国男']]",2010,Japanese,Comics (Graphic works)
939,M.V. Lomonosov v knizhnoĭ kulʹture Rossii,"Universalʹnostʹ genii͡a; M. V. Lomonosov i knizhnai͡a kulʹtura Rossii; ""Kolumb rossiĭskoĭ nauki"", ""I͡A znak bessmertii͡a sebe vozdvignul"" izdanii͡a trudov uchenogo-ėnt͡siklopedista; Katalog materialov o M.V. Lomonosove i izdaniĭ ego trudov","[['Ermakova, M. E.'], ['Ермакова, М. Е.']]",2010,Russian,"['bibliography', 'biography']"
940,Tsukiyo ni rantan,NaN,"[['Saitō, Minako'], ['斎藤美奈子']]",2010,Japanese,"['review', 'text', 'Criticism, interpretation, etc.', 'Reviews']"
941,history of the book in America,NaN,"[['Hall, David D.'], ['American Antiquarian Society']]",2010,English,"['bibliography', 'History']"
942,Behind the bookcase,,"[['Lowell, Barbara'], ['Toro, Valentina']]",2020,English,"['bibliography', 'biography', 'text', 'Biographies.', 'collective biographies.', 'picture books.', 'Picture books', 'Biographies', 'Juvenile works', 'Biographies', 'Picture books', 'Biographies.', ""Livres d'images.""]"
943,Akh i okh,NaN,"[['Pivovarov, Viktor'], ['Пивоваров, Виктор.']]",2010,Russian,text
944,ʻAl zeman ḥiburam shel Sefer ha-zohar ṿe-Sefer ha-bahir,toldot simane ha-niḳud ṿeha-teʻamim ha-miḳraʻiyim ki-kheli le-tiʻarukh shel sifre Ḳabalah = The Dates of Composition of The Zohar and the Book Bahir : The History of Biblical Vocalization and Acccentuation as a Tool for Dating Kabbalistic Works,P,2010,Hebrew,"['bibliography', 'text']"
945,Daredevil,born again,"[['Miller, Frank'], ['Mazzucchelli, David'], ['Scheele, Christie'], ['Lewis, Richmond'], ['Rosen, Joe']]",,English,"['Superhero comic books, strips, etc.', 'Science fiction comics', 'Graphic novels', 'Comic books, strips, etc.', 'Graphic novels', 'Science fiction comics']"
946,Sequence-based classification of select agents,,"[['National Research Council (U.S.)'], ['National Research Council (U.S.)']]",2010,English,"['bibliography', 'text', 'Electronic books.', 'Congress', 'Electronic books.']"
947,Legal publishing in antebellum America,,H,,English,"['bibliography', 'History']"
948,This lamentable city,poems of Polina Barskova,"[['Barskova, Polina'], ['Kaminsky, Ilya']]",,English,"['Russian poetry.', 'Translations', 'Poetry']"
949,Book Conservation and Digitization,,"[['Campagnolo, Alberto'], ['Campagnolo, Alberto'], ['Corbach, Almuth'], ['De Stefani, Caroline'], ['France, Fenella G.'], ['Marzo, Flavio'], ['Núñez Gaitán, Ángela'], ['Pickwoad, Nicholas'], ['Quandt, Abigail B.'], ['Signorello, Stefania'], ['Smith, Philippa'], ['Terras, Melissa M.'], ['Thompson-Baum, Catt'], ['Toth, Michael B.'], ['Velios, Athanasios']]",2020,English,"['dictionary', 'government publication', 'text']"
950,Old books and digital publishing,Eighteenth-Century Collections Online,"Gregg, Stephen H.",2020,English,"['bibliography', 'text', 'History']"
951,Gender queer ,,"[['Kobabe, Maia'], ['Kobabe, Phoebe'], ['Oni Press']]",2020,English,"['biography', 'text', 'still image', 'LGBTQ+ youth literature', 'Queer autobiographies', 'Queer graphic novels', 'Transgender graphic novels', 'Transgender autobiographies', 'LGBTQ+ challenged books', 'Young adult literature.', 'Autobiography', 'Graphic Novel', 'autobiographies (literary genre)', 'graphic novels.', 'Graphic novels.', 'Genderqueer comics', 'Autobiographies', 'Nonfiction comics', 'Comics (Graphic works)', 'Biographies', 'Autobiographical comics', 'Graphic novels', 'Comic books, strips, etc.', 'LGBTQ+ autobiographies.', 'LGBTQ+ graphic novels.', 'Autobiographies.', 'Nonfiction comics', 'Autobiographical comics', 'Graphic novels.', 'Genderqueer comics', 'Asexual comics', 'Comics (Graphic works)', 'Memoirs.', 'Illustrated works.', 'Memoirs.', 'Illustrated works.', 'Autobiographies.', 'Bandes dessinées autres que de fiction.', 'Bandes dessinées autobiographiques.', 'Bandes dessinées.', 'Romans graphiques.', 'Bandes dessinées de personnes non binaires.', ""Bandes dessinées d'asexuels."", 'General.', 'Graphic novels.']"
952,Kusama,the graphic novel,"[['Macellari, Elisa'], ['Fortes, Edward']]",2020,English,"['bibliography', 'biography', 'text', 'still image', 'Cartoons and comics.', 'Biography', 'History', 'Biographies', 'Nonfiction comics', 'Graphic novels', 'Biographical comics', 'Comic books, strips, etc.', 'Biographical comics', 'Nonfiction comics', 'Graphic novels', 'Biographies', 'Comics (Graphic works)', 'Bandes dessinées biographiques.', 'Bandes dessinées.', 'Bandes dessinées autres que de fiction.', 'Biographies.']"
953,Robert Frank,books and films published by Steidl,"[['Enright, Robert'], ['Walsh, Meeka'], ['Göttler, Fritz']]",2020,English,"['bibliography', 'biography', 'text', 'still image', 'interviews.', 'Interviews', 'Interviews', 'Interviews.']"
954,Book of hours,,"[['Chen, Julie'], ['Schroeder, Keri Miki-Lani'], ['Gage, Joseph'], ['Jensen, Craig (Craig William)'], ['Flying Fish Press'], ['Coyote Bones Press']]",2021,English,"['text', 'still image', 'Letterpress printing', 'Foil stamping', 'digital prints.', 'Risographs (TM)', ""artists' books (books)"", ""Artists' books"", 'Specimens', 'Toy and movable books', ""Artists' books"", 'Toy and movable books', ""Artists' books-California-Berkeley-21st century."", ""Artists' books-Texas-San Antonio-21st century."", ""Artists' books-2021."", 'Blow books', 'Estampes numériques.', ""Livres d'artistes.""]"
